"","X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","Season","Season_n","log_area","rain_binary","human","camp","size"
"450","7","4","8","7",91.6,181.3,613,7.6,19.3,61,4.9,0,0,"summer",2,0,0,1,0,"small"
"451","4","5","8","3",95.2,217.7,690,18,23.4,49,5.4,0,6.43,"summer",2,2.00552585872967,0,1,0,"large"
"452","1","4","8","5",90.5,196.8,649.9,16.3,11.8,88,4.9,0,9.71,"summer",2,2.37117788445966,0,1,0,"large"
"453","7","4","8","1",91.5,238.2,730.6,7.5,17.7,65,4,0,0,"summer",2,0,0,1,0,"small"
"454","4","5","8","4",89.4,266.2,803.3,5.6,17.4,54,3.1,0,0,"summer",2,0,0,1,0,"small"
"455","3","4","8","4",91.6,248.4,753.8,6.3,16.8,56,3.1,0,0,"summer",2,0,0,1,0,"small"
"456","3","4","7","1",94.6,160,567.2,16.7,17.9,48,2.7,0,0,"summer",2,0,0,1,0,"small"
"457","2","4","8","4",91.6,248.4,753.8,6.3,16.6,59,2.7,0,0,"summer",2,0,0,1,0,"small"
"458","1","4","8","3",91.7,191.4,635.9,7.8,19.9,50,4,0,82.75,"summer",2,4.42783617070518,0,1,0,"large"
"459","8","6","8","6",93.7,231.1,715.1,8.4,18.9,64,4.9,0,3.32,"summer",2,1.46325540225602,0,1,0,"large"
"460","7","4","8","6",91.6,273.8,819.1,7.7,15.5,72,8,0,1.94,"summer",2,1.07840958135059,0,1,0,"large"
"461","2","5","8","6",93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,"summer",2,0,0,1,0,"small"
"462","8","6","8","6",93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,"summer",2,0,0,1,0,"small"
"463","1","4","9","7",91,276.3,825.1,7.1,14.5,76,7.6,0,3.71,"fall",3,1.54968790802833,0,1,0,"large"
"464","6","5","2","2",75.1,4.4,16.2,1.9,4.6,82,6.3,0,5.39,"winter",4,1.85473426838944,0,0,0,"large"
"465","6","4","2","2",75.1,4.4,16.2,1.9,5.1,77,5.4,0,2.14,"winter",4,1.14422279992016,0,0,0,"large"
"466","2","2","2","6",79.5,3.6,15.3,1.8,4.6,59,0.9,0,6.84,"winter",4,2.05923883436232,0,0,0,"large"
"467","6","5","3","1",87.2,15.1,36.9,7.1,10.2,45,5.8,0,3.18,"spring",1,1.43031124653666,0,0,0,"large"
"468","3","4","3","3",90.2,18.5,41.1,7.3,11.2,41,5.4,0,5.55,"spring",1,1.87946504964716,0,0,0,"large"
"469","6","5","3","4",91.3,20.6,43.5,8.5,13.3,27,3.6,0,6.61,"spring",1,2.02946317187359,0,0,0,"large"
"470","6","3","4","7",91,14.6,25.6,12.3,13.7,33,9.4,0,61.13,"spring",1,4.1292289640756,0,0,0,"large"
"471","5","4","4","7",91,14.6,25.6,12.3,17.6,27,5.8,0,0,"spring",1,0,0,0,0,"small"
"472","4","3","5","5",89.6,25.4,73.7,5.7,18,40,4,0,38.48,"spring",1,3.67579421456528,0,0,0,"large"
"473","8","3","6","1",88.2,96.2,229,4.7,14.3,79,4,0,1.94,"summer",2,1.07840958135059,0,0,0,"large"
"474","9","4","6","6",90.5,61.1,252.6,9.4,24.5,50,3.1,0,70.32,"summer",2,4.26717679299494,0,0,0,"large"
"475","4","3","6","4",93,103.8,316.7,10.8,26.4,35,2.7,0,10.08,"summer",2,2.40514168131914,0,0,0,"large"
"476","2","5","6","4",93.7,121.7,350.2,18,22.7,40,9.4,0,3.19,"summer",2,1.43270073393405,0,0,0,"large"
"477","4","3","7","4",93.5,85.3,395,9.9,27.2,28,1.3,0,1.76,"summer",2,1.01523067972906,0,1,0,"large"
"478","4","3","7","7",93.7,101.3,423.4,14.7,26.1,45,4,0,7.36,"summer",2,2.12345842709661,0,1,0,"large"
"479","7","4","7","7",93.7,101.3,423.4,14.7,18.2,82,4.5,0,2.21,"summer",2,1.16627093714192,0,1,0,"large"
"480","7","4","7","1",89.2,103.9,431.6,6.4,22.6,57,4.9,0,278.53,"summer",2,5.63310962136115,0,1,0,"large"
"481","9","9","7","4",93.2,114.4,560,9.5,30.2,25,4.5,0,2.75,"summer",2,1.32175583998232,0,1,0,"large"
"482","4","3","7","4",93.2,114.4,560,9.5,30.2,22,4.9,0,0,"summer",2,0,0,1,0,"small"
"483","3","4","8","7",94.9,130.3,587.1,14.1,23.4,40,5.8,0,1.29,"summer",2,0.828551817566148,0,1,0,"large"
"484","8","6","8","7",94.9,130.3,587.1,14.1,31,27,5.4,0,0,"summer",2,0,0,1,0,"small"
"485","2","5","8","7",94.9,130.3,587.1,14.1,33.1,25,4,0,26.43,"summer",2,3.31163730494951,0,1,0,"large"
"486","2","4","8","1",95,135.5,596.3,21.3,30.6,28,3.6,0,2.07,"summer",2,1.12167756159911,0,1,0,"large"
"487","5","4","8","2",95.1,141.3,605.8,17.7,24.1,43,6.3,0,2,"summer",2,1.09861228866811,0,1,0,"large"
"488","5","4","8","2",95.1,141.3,605.8,17.7,26.4,34,3.6,0,16.4,"summer",2,2.85647020622048,0,1,0,"large"
"489","4","4","8","2",95.1,141.3,605.8,17.7,19.4,71,7.6,0,46.7,"summer",2,3.8649313978943,0,1,0,"large"
"490","4","4","8","3",95.1,141.3,605.8,17.7,20.6,58,1.3,0,0,"summer",2,0,0,1,0,"small"
"491","4","4","8","3",95.1,141.3,605.8,17.7,28.7,33,4,0,0,"summer",2,0,0,1,0,"small"
"492","4","4","8","4",95.8,152,624.1,13.8,32.4,21,4.5,0,0,"summer",2,0,0,1,0,"small"
"493","1","3","8","5",95.9,158,633.6,11.3,32.4,27,2.2,0,0,"summer",2,0,0,1,0,"small"
"494","1","3","8","5",95.9,158,633.6,11.3,27.5,29,4.5,0,43.32,"summer",2,3.79143604243903,0,1,0,"large"
"495","6","6","8","6",96,164,643,14,30.8,30,4.9,0,8.59,"summer",2,2.26072088889535,0,1,0,"large"
"496","6","6","8","1",96.2,175.5,661.8,16.8,23.9,42,2.2,0,0,"summer",2,0,0,1,0,"small"
"497","4","5","8","1",96.2,175.5,661.8,16.8,32.6,26,3.1,0,2.77,"summer",2,1.32707500145992,0,1,0,"large"
"498","3","4","8","2",96.1,181.1,671.2,14.3,32.3,27,2.2,0,14.68,"summer",2,2.75238601492226,0,1,0,"large"
"499","6","5","8","2",96.1,181.1,671.2,14.3,33.3,26,2.7,0,40.54,"summer",2,3.72665681844797,0,1,0,"large"
"500","7","5","8","2",96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,"summer",2,2.46979301197795,1,1,0,"large"
"501","8","6","8","2",96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,"summer",2,0,1,1,0,"small"
"502","7","5","8","2",96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,"summer",2,0,1,1,0,"small"
"503","4","4","8","2",96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0,"summer",2,0,1,1,0,"small"
"504","2","4","8","3",94.5,139.4,689.1,20,29.2,30,4.9,0,1.95,"summer",2,1.08180517035173,0,1,0,"large"
"505","4","3","8","3",94.5,139.4,689.1,20,28.9,29,4.9,0,49.59,"summer",2,3.92375392830384,0,1,0,"large"
"506","1","2","8","4",91,163.2,744.4,10.1,26.7,35,1.8,0,5.8,"summer",2,1.91692261218206,0,1,0,"large"
"507","1","2","8","5",91,166.9,752.6,7.1,18.5,73,8.5,0,0,"summer",2,0,0,1,0,"small"
"508","2","4","8","5",91,166.9,752.6,7.1,25.9,41,3.6,0,0,"summer",2,0,0,1,0,"small"
"509","1","2","8","5",91,166.9,752.6,7.1,25.9,41,3.6,0,0,"summer",2,0,0,1,0,"small"
"510","5","4","8","5",91,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,"summer",2,1.15373158788919,1,1,0,"large"
"511","6","5","8","5",91,166.9,752.6,7.1,18.2,62,5.4,0,0.43,"summer",2,0.357674444271816,0,1,0,"large"
"512","8","6","8","7",81.6,56.7,665.6,1.9,27.8,35,2.7,0,0,"summer",2,0,0,1,0,"small"
"513","4","3","8","7",81.6,56.7,665.6,1.9,27.8,32,2.7,0,6.44,"summer",2,2.006870848845,0,1,0,"large"
"514","2","4","8","7",81.6,56.7,665.6,1.9,21.9,71,5.8,0,54.29,"summer",2,4.01259206034984,0,1,0,"large"
"515","7","4","8","7",81.6,56.7,665.6,1.9,21.2,70,6.7,0,11.16,"summer",2,2.49815187653802,0,1,0,"large"
"516","1","4","8","6",94.4,146,614.7,11.3,25.6,42,4,0,0,"summer",2,0,0,1,0,"small"
"517","6","3","11","2",79.5,3,106.7,1.1,11.8,31,4.5,0,0,"fall",3,0,0,0,0,"small"
